id,name,ward,address,addressToSearch,station,owner,timeOpen,timeClose,allDayFlg,capacity,biginDate,tel,lng,lat,accuracy
6362,プリスマ　キッズ,板橋区,成増1-13-12第2グリ-ンヒル2F,東京都板橋区成増1-13-12,東武東上線　成増駅,佐藤　由季,,,○,19,H21.11.16,5967-1800,139.6330465,35.7754263,8
6363,Aｉ保育園　赤塚,板橋区,赤塚新町3-9-13　STハイム1F,東京都板橋区赤塚新町3-9-13,有楽町線　赤塚駅,白楽　嘉久,7:30,19:00,,定員設定なし,H22.2.25,5383-0712,139.638474,35.7714104,8
6364,東京家政大学ナースリールーム,板橋区,加賀1-18-1,東京都板橋区加賀1-18-1,JR埼京線　十条駅,学校法人　渡辺学園,8:30,17:00,,14,S42.5.1,3961-5220,139.7200981,35.7557703,8
6365,Ai保育園高島平　,板橋区,高島平8-8-2パ-プルハイム1階,東京都板橋区高島平8-8-2,都営三田線　高島平駅,有限会社出羽屋,8:00,18:00,,定員設定なし,H23.8.1,6479-9265,139.6640466,35.7890779,8
6366,メディコール保育園,板橋区,高島平1-27-10エムズスクエア3階,東京都板橋区高島平1-27-10,都営三田線　西台駅,医療法人社団　MEDIQOL,7:30,20:00,,23,H24.6.25,6913-0481,139.6734459,35.7828042,8
6367,愛嬰幼保学園板橋園,板橋区,板橋1-36-1TYビル2階,東京都板橋区板橋1-36-1,東武東北線　下板橋駅,那須　暁擁,,,○,50,H24.7.23,4405-7604,139.7154516,35.7474488,8
6368,東武練馬こすもす保育園,板橋区,徳丸3-13-10　中村ビル1Ｆ,東京都板橋区徳丸3-13-10,東武東上線東武練馬駅,株式会社HEARTY NURSERY,7:00,20:00,,23,H26.4.1,6906-6528,139.6565478,35.7701611,8
6369,家庭保育園どれみふぁ,板橋区,熊野町45-10,東京都板橋区熊野町45-10,東武東上線　大山駅,小澤　リー　静香,7:00,20:00,,12,H27.1.5,6338-8689,139.7033277,35.7448707,8
6370,都市型保育園ポポラー　板橋小豆沢園,板橋区,小豆沢１-１-１６　スカイティアラ・イースト１F,東京都板橋区小豆沢1-1-16,都営三田線　志村坂上駅,株式会社タスク・フォース,7:00,21:00,,50,H15.3.17,5916-9010,139.7030491,35.7746757,8
6371,ニューホープ・インターナショナル・スクール,板橋区,成増5-1-2,東京都板橋区成増5-1-2,東武東上線成増駅,有限会社ニューホープコミュニティー,9:30,18:00,,30,H18.4.14,5383-0421,139.630844,35.7824528,8
6372,若草ベビールーム,練馬区,東大泉7-37-6,東京都練馬区東大泉7-37-6,西武池袋線　大泉学園駅,鈴木　数子,7:00,21:00,,定員設定なし,S53. 5. 1,3923-9304,139.58087,35.74686,8
6373,ひまわり保育室,練馬区,東大泉1-15-20,東京都練馬区東大泉1-15-20,西武池袋線　大泉学園駅,小池　悦子,7:00,20:00,,20,S59. 6. 1,3921-7188,139.59306,35.74904,8
6374,保育ルームぽかぽか,練馬区,高松3-24-19,東京都練馬区高松3-24-19,都営大江戸線　光が丘駅,ＮＰO法人　ケアステーションぽかぽか,,,○,定員設定なし,H 6.10. 1,5241-9698,139.62511,35.75074,8
6375,Tomonicco大泉学園,練馬区,東大泉2-6-9　2階,東京都練馬区東大泉2-6-9,西武池袋線　大泉学園駅,竹中　徳大,7:30,22:00,,41,H12. 6. 1,3922-2800,139.59288,35.7505,8
6376,ゆうゆうぽてと,練馬区,栄町35-7サンヒルズ201,東京都練馬区栄町35-7,西武池袋線　江古田駅,NPO法人保育サービス　ぽてと,9:00,14:00,,10,H16. 5.13,5999-9691,139.67044,35.73898,8
6377,保育所ちびっこランド大泉学園,練馬区,西大泉3-1-1ウエストヒルズ1階,東京都練馬区西大泉3-1-1,西武池袋線　大泉学園駅,ニーザ・直子,7:30,19:00,,25,H16.12.7,5387-0327,139.58415,35.7542,8
6378,保育室生命の木,練馬区,大泉学園町5-32-4,東京都練馬区大泉学園町5-32-4,西武池袋線　大泉学園駅,菅沼　由美子,8:00,18:00,,定員設定なし,H18.8.1,5905-0448,139.57896,35.76596,8
6379,あっぷるぽてと,練馬区,北町8-32-8,東京都練馬区北町8-32-8,有楽町線　赤塚駅,ＮＰＯ保育サービスぽてと,9:00,14:00,,10,H18.4.3,3559-5584,139.6469,35.76717,8
6380,むさし保育園,練馬区,豊玉北4-27-16,東京都練馬区豊玉北4-27-16,西武池袋線　練馬駅,村田　弘子,7:30,19:30,,定員設定なし,S34.4.1,3992-0498,139.65738,35.73692,8
6381,NYこどものくに〈東京〉,練馬区,関町北3丁目43-41,東京都練馬区関町北3丁目43-41,西武新宿線武蔵関駅,NPO法人こどものくに,9:00,15:00,,18,H20.4.1,3929-4192,139.57031,35.72581,8
6382,ひいらぎ保育園,練馬区,練馬1-18-2,東京都練馬区練馬1-18-2,西武池袋線練馬駅,佐藤　信弘,7:00,22:00,,38,H21.10.1,6915-8981,139.65486,35.7385,8
6383,メリーポピンズ板橋ルーム,練馬区,旭町3-25-22,東京都練馬区旭町3-25-22,有楽町線　成増駅,株式会社ゴーエスト,7:00,22:00,,37,H20.4.1,5997-0221,139.62949,35.77614,8
6384,練馬型グループ保育室石神井,練馬区,南田中5-24-6-101,東京都練馬区南田中5-24-6,西武池袋線　石神井公園駅,練馬区,8:00,18:00,,10,H22.6.1,3996-7035,139.60889,35.73888,8
6385,練馬型グループ保育室練馬,練馬区,中村北1-15-13-105,東京都練馬区中村北1-15-13,西武池袋線　練馬駅,練馬区,8:00,18:00,,10,H22.8.1,3926-8350,139.64738,35.73541,8
6386,練馬型グループ保育室桜台,練馬区,豊玉上二-12-6-101,東京都練馬区豊玉上二-12-6,西武池袋線　桜台駅,練馬区,8:00,18:00,,10,H23.5.1,3991-6851,139.66289,35.73674,8
6387,神愛子どもの園,練馬区,早宮1-41-5,東京都練馬区早宮1-41-5,有楽町線　平和台駅,北條　美智江,7:30,19;00,,定員設定なし,S57.10.1,3992-1768,139.65689,35.75125,8
6388,いなほ保育園,練馬区,小竹町2-79-11,東京都練馬区小竹町2-79-11,有楽町線　江古田駅,布施　やつよ,7:30,19;00,,12,S55.4.1,3955-1814,139.67314,35.74382,8
6389,おおぞら保育園,練馬区,北町3-3-21　メゾン・ド・トヨタ1階,東京都練馬区北町3-3-21,東武東上線　東武練馬,岩崎　洋平,7:30,19:30,,23,H26.10.6,6794-1818,139.65601,35.76799,8
6390,小さな保育室　broccoli,練馬区,東大泉1-25-5,東京都練馬区東大泉1-25-5,西武池袋線大泉学園駅,高木　みゆき,9:00,17:00,,6,H27.10.12,5935-7067,139.58981,35.7487,8
6391,チャイルドホーム,足立区,六月2-33-6,東京都足立区六月2-33-6,東武伊勢崎線竹の塚駅,有限会社エム・ジェイ・ケイ　コーポレーション,,,○,定員設定なし,H13. 6.13,5851-5858,139.79413,35.78728,8
6392,シカハマ・イングリッシュ・アドベンチャーズ,足立区,鹿浜6-23-3,東京都足立区鹿浜6-23-3,日暮里舎人ライナー西新井大師西駅,有限会社三武,8:30,20:30,,50,H13.4.1,3897-3828,139.76027,35.78522,8
6393,足立区立新田おひさま保育園,足立区,新田3丁目14-3,東京都足立区新田3丁目14-3,JR京浜東北線　王子駅,足立区,7:30,19:30,,61,H23.7.1,6903-0846,139.74516,35.77239,8
6394,あい保育室,足立区,竹ノ塚２－１１－１２,東京都足立区竹ノ塚2-11-12,東武伊勢崎線　竹ノ塚駅,相澤　智榮子,7:00,19:00,,4,H22.9.1,3850-7305,139.79643,35.79005,8
6395,リルバ保育ルーム,足立区,西伊興3-2-4-1階,東京都足立区西伊興3-2-4,日暮里舎人ライナー線　舎人公園駅,株式会社リルバジャパン,8:00,18:00,,25,H23.11.15,6431-0070,139.77792,35.79572,8
6396,こどものへや,足立区,本木東町２－７,東京都足立区本木東町2-7,東武伊勢崎線　西新井駅,永見　博之,,,○,9,H24.4.1,6806-3343,139.78296,35.76481,8
6397,足立区立青井おひさま保育園,足立区,青井1－7－6,東京都足立区青井1-7-6,東武伊勢崎線　五反野駅,社会福祉法人　水の会,7:30,19:30,,28,H24.7.1,5888-7063,139.811,35.77421,8
6398,保育所ちびっこランド大谷田園,足立区,大谷田5-25-7,東京都足立区大谷田5-25-7,千代田線亀有駅バス東渕江庭園前,小泉　翠英,7:30,19:00,,50,H25.10.28,5856-1730,139.83919,35.78522,8
6399,ワールドキッズ梅島駅前保育園,足立区,梅田8-2-14マルフク第一ビル３F,東京都足立区梅田8-2-14,東武スカイツリー線梅島駅,片岡　順一,7:00,20:00,,25,H26.1.20,3840-7800,139.79745,35.77181,8
6400,エンジェルハウス北千住園,足立区,千住仲町15-2　ダイヤモンドマンション１F,東京都足立区千住仲町15-2,JR各線北千住駅,株式会社エンジェルハウス北千住園,7:30,19:00,,15,H27.4.1,5284-8911,139.79852,35.74598,8
6401,パンダ保育園　亀有園,足立区,東和2-9-21-102,東京都足立区東和2-9-21,JR常磐線亀有駅,内田　照也,,,○,15,H26.7.1,6802-5337,139.84433,35.76872,8
6402,スターキッズナーサリー,足立区,西綾瀬2-19-5,東京都足立区西綾瀬2-19-5,東武スカイツリー線五反野駅,学校法人　岡村学園,9:00,18:00,,6,H27.5.15,3880-9710,139.81337,35.76637,8
6403,スマイルキッズ　綾瀬園,葛飾区,西亀有2-20-11-1F,東京都葛飾区西亀有2-20-11,ＪＲ常磐線　　綾瀬駅,イノセンス株式会社,7:00,22:00,,50,H14. 1.21,3838-8820,139.83273,35.76249,8
6404,京成ドライビングスクール託児室,葛飾区,高砂5-54-10,東京都葛飾区高砂5-54-10,京成線　高砂駅,株式会社京成ドライビングスクール,9:20,17:30,,10,H16.6.16,3657-3181,139.8732,35.75214,8
6405,にじいろ保育園,葛飾区,亀有5-37-13ハイツビッグワンビル305,東京都葛飾区亀有5-37-13,JR常磐線　亀有駅,森　せつ子,8:00,18:00,,定員設定なし,H25.7.1,5697-9077,139.84808,35.76813,8
6406,Baby ’ｓ　Room SUNG,葛飾区,亀有3-9-7　東ハイツ305号,東京都葛飾区亀有3-9-7,JR常磐線　亀有駅,株式会社　SUNG,9:00,20:00,,6,H22.4.9,5856-3093,139.84776,35.76506,8
6407,Petit WAKAKUSA Creche,葛飾区,東新小岩5-6-14,東京都葛飾区東新小岩5-6-14,JR総務線新小岩駅,学校法人清田学園葛飾若草幼稚園,7:30,18:30,,18,H27.9.1,5671-0415,139.8575549,35.7211466,8
6408,ミルキーホーム小岩園,江戸川区,西小岩1-28-18　ドミ-ルオオキ103,東京都江戸川区西小岩1-28-18,ＪＲ総武線　小岩駅,株式会社サニースタッフ,,,○,36,H 2. 7.17 ,3671-3070,139.88339,35.73449,8
6409,stellar　education　garden葛西保育園,江戸川区,東葛西5-37-16　2Ｆ,東京都江戸川区東葛西5-37-16,東西線　葛西駅,有田　友香,7:00,22:00,,,H12.10. 1,3804-0160,139.87823,35.66354,8
6410,保育所ちびっこランド　葛西園,江戸川区,中葛西3-24-12　イレブンナイン201,東京都江戸川区中葛西3-24-12,東西線　葛西駅,生井　文啓,7:30,19:00,,42,H15. 4.21,5676-0870,139.87126,35.66792,8
6411,かしの木保育所,江戸川区,船堀6－3－3,東京都江戸川区船堀6-3-3,都営新宿線　船堀駅,永田　幸枝,7:30,18:30,,15,H15. 3. 1,3680-3622,139.866,35.68004,8
6412,ひろば共同保育所,江戸川区,本一色3-24-2,東京都江戸川区本一色3-24-2,JR総武線　新小岩駅,ひろば共同保育所運営委員会,8:00,18:30,,定員設定なし,S50. 9. 1,3651-1242,139.87094,35.71928,8
6413,キッズピース,江戸川区,船堀2-15-17-105,東京都江戸川区船堀2-15-17,都営新宿線　船堀駅,株式会社K&N,8:00,21:00,,40,H21.5.28,6808-0281,139.86212,35.68372,8
6414,保育広場フェープラース船堀駅前園,江戸川区,船堀1-8-16日新第一ビル3F,東京都江戸川区船堀1-8-16,都営新宿線　船堀駅,株式会社SEEA,7:00,21:00,,23,H21.9.17,5605-5135,139.86363,35.68388,8
6415,保育リトルエッグス,江戸川区,中葛西3-37-3志美津ビル2階,東京都江戸川区中葛西3-37-3,東西線　葛西駅,佐藤　スマ子,7:00,6:00,,定員設定なし,H21.10.1,6663-9715,139.8725,35.66421,8
6416,ゆめのいろ保育園,江戸川区,東葛西6-5-16セレクトハウス梅原1階,東京都江戸川区東葛西6-5-16,東西線　葛西駅,株式会社絶好調,7:30,21:00,,30,H23.3.7,5659-8766,139.87451,35.66256,8
6417,リトルガーデン小岩校,江戸川区,東小岩4-9-11,東京都江戸川区東小岩4-9-11,JR総武線　小岩駅,合資会社ライフコミュニケーション,8:00,19:00,,28,H24.8.1,5876-8521,139.8885,35.72823,8
6418, キッズルーム北小岩,江戸川区,北小岩６－１１－４,東京都江戸川区北小岩6-11-4,JR総武線　小岩駅,紺野　卓子,7:00,19:00,,9,H24.9.1,3673-0812,139.88321,35.74276,8
6419,でこぽん保育園,江戸川区,西小岩1-23-2-703,東京都江戸川区西小岩1-23-2,JR総武線　小岩駅,右京　佐和子,7:00,21:00,,14,H24.11.1,5612-5053,139.88071,35.73301,8
6420,託児室スマイル・キッズ,江戸川区,西小岩1-27-23アパルト三田101,東京都江戸川区西小岩1-27-23,JR総武線小岩駅,吉田　博子,,,○,6,H25.3.1,6657-8992,139.8828,35.7347,8
6421,キッズルームてらこ,江戸川区,船堀4-9-5ルフォン船堀1階,東京都江戸川区船堀4-9-5,都営新宿線　船堀駅,株式会社エデッセ,7:30,20:00,,10,H25.4.1,3680-0688,139.86684,35.68385,8
6422,まちカフェひろば　もも,江戸川区,船堀6-11-25 BRICK&WOOD 1F,東京都江戸川区船堀6-11-25,都営新宿線　船堀駅,特定非営利活動法人　アビリティクラブたすけあい　江戸川たすけあいワーカーズもも,9:00,17:00,,4,H26.4.1,6456-0708,139.86734,35.67762,8
6423,キッズインターナショナル西葛西,江戸川区,西葛西３－６－７　第3土井ビル１階,東京都江戸川区西葛西3-6-7,東西線　西葛西,有限会社キッズインターナショナル,9:00,18:00,,8,H12.9.1,5679-5571,139.85681,35.6676,8
6424,中葛西幼保園,江戸川区,中葛西1-31-9　Sawadaビル1階,東京都江戸川区中葛西1-31-9,東西線　葛西駅　,株式会社優,7:30,19:00,,27,H26.12.1,3804-1333,139.87013,35.66833,8
6425,サンライズキッズインターナショナルスクール東京校,江戸川区,江戸川3-18-9レジデンス高橋１階,東京都江戸川区江戸川3-18-9,都営新宿線　瑞江駅,株式会社国際アシスト,9:00,18:00,,80,H26.11.4,6638-9242,139.8926334,35.6868132,8
6426,わたしの保育園,江戸川区,松島４－１４－２　パストラルプラザ１０６，１０７号室,東京都江戸川区松島4-14-2,JR総務線　新小岩駅,合同会社こどもキャピタル,8:30,18:30,,18,H27.4.1,3651-7788,139.85655,35.71208,8
